Comment,Label
pak sinqerte shume arrogant o artan hoxha,0
harroni leket qe mblidhen vit per vit ne malin tomorrit mereshin helikopter ilir meta,0
mor djalke gazetari eshte njeshke respekte,0
respekt per kalvarin vuajtjeve zotnise ju sugjeroj shkruani nje liber do ishte nje histori shume interesante perendimi pak informacione per kaluaren zeze komuniste shqiperise librat qesharake ai lea ypit tregojne vertetesine vertete makabres komuniste shkruani historine tuaj zotniju uroj shendet gjithe mirat,0
ua sjelle sipas kerkesen suaj o fare flliqur thene qe eshte mish brazili ju deshet kaloni ashtu kalohet ne dogane nese ai shet ne kosove tregon origjinen braziliane atehere eshte gabim,1
ik o patate rropqir,1
une shaj dot se kta ngren pire derri kur kan qen zgjedhjet,1
po pra po shqipri esht tabela greke o gomar,1
ky nasho esht qen lehes like floririt qa zemra zdromsit bohet her ambasador po ska mo qofte ke daja qe ju zgjidhte hajduti juaj sipas interesit iku ajo kohe kthehet populli shpetoj ju gjakpires o byth lepiresi metes,1
o ju ja rroshi bythen veliut ne krye kelliqin,1
himara është shqiperi jane shqipetare kethehen ne grekesepse duan marin pensoone ndihmaaaaaa,0
o luc sa keqe ushprhe por the verteten qe ishte partija malokeve,1
bravo zoti rujt kurr befshin opgj prokuroret gjykatsit,0
znjusha luarasi ishte berisha qe vuri ne rrjeshte deputete pd lsi dorzonin mandatet qy meta trim mbas kuvendeve ame rika,0
bravo qoft dritan hoxa,0
kur tallet rakip gerneta,0
o ikonat artit shqiptarndrekmimika luca,0
kta her per ngren privilegjet kurgja tjetersot kto kujton nostalgji gjori,0
sa pare qe eshte ky kryeministri jone bravo kete radhe do fitosh se meriton,0
shume djale mire eshte maja palo femer,1
o hallall boft zoti o zotri fiks ke,0
shum mir ja bone o tano gjejn kto plera qe ftojn ne studio,1
kancerri zene mallkimet ketij populli,1
mor vjen turp se flet ky asht korroptumi ne shqipëri,0
ju qe beni kte emision financuar inceneratoret shiko miljarda vjedhura rama po qepeni ketyre per mije eurorama mije euro merr doza ne nje vitju hodhi ne gjyq mona per shpifje sepse nje televizione financuar kultet sorros,0
advukat ma idiot se kyt beqir kin ska shqiperia ky per lek hip lle nes vet tyrp,1
mushkat kane pjelle gjithemone,1
bir selmani nenes ke qaj per,0
z km elektorati ju respektuar ju formacionin politik qe ju kryesoni mandate gjitha gjasat do vendosi pozitivisht per mandatin por une simpatizante socialiste mund pranoi qe pergojohet ofendohet nje formacioni politik qe eshte shpresa vetem qe shqiperia instalohet plotesisht ne perendim ps formacioni madh ku rreth saj jane grumbulluar shumica pjesa ndershme shoqerise shqiptare moderatori fevziu fodull manjak per qene protagoniste cdo kusht per demostruar diturite ekselente per lene pershtypjen gazetarit mencur tek shikusit ju keshillon ju se duhet silleni bashkepuntoret tuaj pra percakton normat sjelles brenda gjirit partise socialiste ky eshte nje provokim ulet peshtyre nje pinjoll ish bashkpuntoreve fashizmit papranushem qe asgje perbashket etiken statusin gazetarit kunder pergjigja juaj z rama personalisht mjafton duhet kishe braktisur menjeher studion para dy ditesh ne nje komentin tim permendur shprehjen popullore deri do plumb bfevziu eshte nje der mediatik v pak ashper se eshte here dyte qe bej vrejtje per kete felliqesire shendet pune mbare z rama pensioni im mbetur ne klase lek reja,0
bravo mor djal,0
ikkkk one burdolla tiii kryeminister oooo turpaxhi,1
njerëz pashpirt ky çifti metadhe kryemadhsimëndjemëdhenjju lumt avokat,1
ndron fjalete gazetari legen per tja cjer avash avash burgosurit,0
roft tik toki zoti mbroft,0
po ku merr vesh ajo o gjeneral ajo eshte kalama po gjithe moshataret saj ku dine ata cudheheqes ishte enver hoxhasa patriot sa dashur popullinsa trim zgjuar prere armiqte shqiperise ku ishte ajo diktature kur ne cdo shtune ne qytet apo ne fshat kishim mbremje vallezimikinemateatere llojlloj organizimepune sa doje punesia zero ishim gezuar gjithe tani jane shkretuar gjitha vete ne fshat shikon veta ose veta gjithsej demokraci vrasese vetem per njerzit ligj vrases cfrytezus,1
enveri vjen kta shkatruan vendin,0
bravo avukat po kuptoj kushet ky qe kaq trim,0
o shullak fole per cdo sekond nderpret tjeret sa idjot rr k su ngope poshtersit kohes rrespekt per irisi argument llogjik bindse kashi ppagallve,1
bravo avokat vertete askush,0
po tani qe shqiptaret jan laro rrugve evropes vajzat bejn prostitute neper evrop fundurina ne koh enverit punoje jetoje ne shqiperi,1
eshte vertete greqia sulmua shqiperia kan qene bashke ushtar shqiptar italian ne drejtimin gjeneral spiro mojsiut qene xhaxhai im,0
mashtrus burr,1
ju pergezoj per kete dokumentar shum interesant valle bej sulmin ndaj top channel ne gaboj ky dokumentar publikua jave pas sulmit,0
nje burr briljant mua paska rastis shof kaq njeri transparent realist duke then gjerat hieshuar zoti dhasht shendet jet gjat keti xhaxhit mrekullueshem,0
brave dylaver nëga njerzit mirët kombit tonshqipëtar ekuptoj nëga këta njerzë çuditshme flasin sotë për sotë nukë flasin për brezet do vijnë por flasin sot përsot është evërteta enveri emorishqipërim morta muçaleshtëpije thupra kashtë mjeksi bahesh llafe ashtë sumë vërteta enveri bëro shqipërin shtetë ma modern nëbotë la floririn nëpërtunelat për shqipëtarët jopër anti shqipëtarët,1
avokati thashethemeve,1
sako drejtë se vërteta,0
nderuar zoti avokat meriton shum teper,0
edi rama o fat nfatkeqesi nese naj lider ndertu shqiperin ndertu edi rama lider kalibrit boterore marshall tita dytë churchilli humb shum kosova qe di shfrytezoj aftesin ne diplomaci aftesit tija ne reformat ekonomike edi rama zevendesueshem,0
po ku ke shenjat se levat lën shenj ke improvizu ket gënjeshter ato erjonës qe ja lyen koken atyre pianecve boj kuqe prostesta qe ju beje kok turmes turruni vritini policet,0
eh mor like harami doli lajte lesh mendja,1
ça është pacavurre kërkon llogari km bulizon vrasësin bijve shqipërisë nderuar km o edo futja lapër shkoj goja shtremët,1
bucen fute ne burg pleren,1
qenka lindur hajdut ky kok lopa,1
falni herë besdis,0
po shiti mo vertet esht kosovaret ne luft serbet ai furnizonte arme nafte serbet,0
urgjente ju lutemi shume zrama na hartoni nje draft statut per palestinen nevoja eshte shume madhe po ashtu vlere jashtzakonshme politike historike gjhithashtu nje nevoje tjeter po ashtu urgjente ne divjake kane rrembyer tre rojet fermes se patateve keqberes zones ju lutemi shume nderhyni qe kta tre roje lironi sa shpejt shpetojme fermen hajdutet faleminderit,1
cojani ne cdo gje burge per femijet tyre fillojne jeten femijet gjithe shqiptarve,0
berisha fantastik flasin inati zilia tradhetia,0
taman ki fol artan,0
do clirohen shqiptaret kta pseudopatriote dhunshem komplimente sekretari omonia quhet shtazeri shqiptare,1
qqa car po degjojm,0
madh avokat ngjela,0
po merrni ne interviste kete tradhetar shqiptareketa harrojne se himara ashte himarojtevee sarandioteve vlonjateve gjithe shqiperisee kosovarevemos ndyni emisionin kete fytyre,1
po mir din kete tjetren qe ilir meta nje hec ne zllatine dibrese mbani mend kur thoshte tv se ilir meta shkon ne diber shkonte per hecin ne diber ne zllatine dibresprandaj duhet hetuar,0
ik o byth o manjani,1
feliqesira qe dheu do pranoje,1
qija robt ketij kurves o tan hoxha eshte pdse partise se alabakveapo kurv grek,1
bravo bre mir ja ki bo artan hoxha,0
bravo gazetar zemër madhe,0
edi rama dote dali fantazem,0
nje hero,0
ajde gazetar ajde bravo vlla shum shpejt besojse ke per hecur shum,0
respekte do qe bizneset kesh ndertuar perderisa egsistojne ne ate vend aq eger aq itriga ju respektoje shpresoje zgjerosh shume bizneset jo vetem ne shqiperi por europe amerike se njerez ju mund punohet bashkepunohet faleminderit gjergj per kete interviste,0
kta jan fundrina hajdut t gjith,1
ik ore se na cat koken gjithe enverin komunizmin,1
moderatore mban dorën tek goja në momentin pyetje tregon jo profesionalizëm jo kofidente në atë po punës gjehet personi duhur jo personit gjehet puna,1
ktij greko filit qenka tja shkerdhesh ca mban pragu deresmashtrus dredharak mq duket vetja mire se shqiptaret,1
puu qifsha robt grek shkardhat,1
haj ate qe sthuhet sales se po vjefh takast popullit,0
vare litar gjithe tradhtaret kombit duke filluar sali berishen,1
ja kush eshte djathta pd lsi njerez vrases barbare turp kene djathta vret kerkon mbuloje diellin shoshe populli eshte zgjuar per zgjedhur njerezit moderuar vizion cilet sherbejne vendit,1
bravo gjergj luca math,0
avokati ditka gjitha çfar ndodhur pseee kaq von oooooavokat,0
është nevoja heronj kobure por shpirt madh sinqertë gazetari besi bravo familjes për djalë flori,0
ilir kok xhenemi skraparit sali gerdalla jan paret ne listen vjedhjeve pastaj vin kompania bello vjet vetem grabitje vrasje plackitje duhet patjeter ne burg perjetshem konfiskim pasurie,1
o luca vetem perfitove fushata se tjert moren arratin po psjs eshte pjella kumunizmit,0
punu prosi gjith kan punu kan bo dot nje banjo kto breket kan prej floriri,1
okokrrae debilit,1
o ramotitisje ikallaotur kallaj grekukot eki se gomar grekushipnija nukbahet greqias kosova serbirnoft shipnijakosova,0
o qeros solle njihekur tek ktij majmunit ndjehet rehat ne karrige po djeg sumçja,1
himara shqiperi eshte shpipfolese di di mesuar shqipeshte paguar shume tjeresuksese rama edi,0
respekt për njeri madhartan hoxha,0
ku shkon ai ate zinxhir ne qafe ata romet bullgar rumun luca eshte mesuar jape gojes vetem atje ku nderpresin pano ke vendosur pikat mbi,1
gjergj roli tek filmi flaka maleve shkon zberthimin ekonomike social lerja eksperteve dine argumentojne baza merresh peshk nuke do thote se mund peshkosh aty ku smundesh,0
ber lecke shpetim idrizi analistet euronews it mbremje eshte turpshmja per euronews albanian,1
artan hoxha unico keta tjeret qe mbrojne bejlerin jane sahan lepiresit politikes greke,1
duhet tju merret pasuria,0
iliri monika dy mafie qe kane vene pasuri parate vjedhura,0
finok vjeter sakt,0
o cojini greqi kto pederasti grek,1
legjende,0
po vetem hajdut ishte vetem vodhi la gje per popullin,1
çifti meta berisha ne nje qeli ndersa rama ke dera perball shpetojm gjithe,0
ju ruani saliun ilirin se mire,0
zoti avokat gjith respektin qe per ty po dukesh qart qe po mbron anen majes,0
amnistia be paqellimduhen liruar qeliteper ty monensalenbaqajmanasterliunballukratveliratme pas edratdhe duhet prap behet amnisti qe turperohemi,0
hhhhhh rama sh,0
muta,1
bravo tan hoxha vertet patriot,0
ngjela gjithmone ngjall respekt qe kundershton injorancen trashiguar,0
shum shpifem robqirja,1
gjitha hallallpor letrat qe dergonte internacionales socialiste duke ju thene qe ps reformohet po largohet marksie fjalen per profservet pellumbinmi gjeni sot politikane ai namik dokle etjska shanc,0
gazetarja femerdhe ban pytjepo mlion euro ky do prisnin lule,0
po ajo ca perdorur preshin,0
bravo avokat bjeri në kokë hajdutit drejt ndershëm bravo,0
eshte vertete patur shtet tani eshte shtet hajduterise makuterise forteve,0
qou thyja turit keti qeni artanse ky veq lehesi qeni,1
shum dakord ju por dini ju qka sjellni shqipëria në kosovë jo vetem herbicide por fitohormone kontrollon dikush atje,0
anastas abgjeli,0
po mire o analista pe leshiketo fenomene canta bandash kini thene para nje viti,1
bravo artan hoxha mire jav bëre kti legeni mbush shqipëria plot tradhtar mbush plot grek kta jan gjak prishur grek muti,1
kur ske ci bene gomarit bije samarit,0
medet kush na qeveris edi rama pupupupu zot na ruaj,0
spo fls per kte rastpor nena qe ngaterrojne gjithe lagjen,0
seriously vjen keq per popullin tim qe beson dpektaklit shiturve ose bejne ate qe tju duken qeverise sa besueshem aman ma ktheni ne detyre qe kurre besim skane patur tek ky sa kane hedhur top lecke vlere per nje audience ne tjeret therrasim kart djegur njehere na mbyllen emisionin duam prap shitur lepirsa pak,1
zotëri goxhaj enver hoxha qeverisur keq shipnin majt dhun popullin qdo gja qe mbahet dhun jep rezulltat sepse pas qeverisur mir populli ishte sterkequr nmenyren siq fill pas renjes se komunizmit,0
tamamithuaeshtironiknukduroet,0
privatif per bejlerin zhduken vidos djeges se flamurit kane zhdukur sthua qe greket komandokane paskan marre vorio epirin,0
qisha familjen ty atyne votojnë ty,1
o idriz nje marveshje enver hoxhes greket kondra çameve llap kot nxir nje dokumet afishoje flit mbroçkulla mbron dot interesat çameris ai debili manjani,1
bravo avokat por lem menjan llafet teperta varen ne mes tiranes kishia une ilirin tia presia mishin pinc,0
emo mja kete elvin fundon po t tijat mban mend ai ridvan boden,0
ky duket nje njeri edukate,0
ku gjeni kte suli gomarinjepjani grekut se atyre perket,1
sa njerez zgjuare shqiperia ne rrojme ne llume,1
o ty qifte kina motren grune o grek muti,1
o cmenduer,1
pertyatdhe,0
mbulle ate ale ore cemendyure,1
ohoxhe plehu lidhje beleri kete qe thoniju beri mire greku qe zboi pastroi plehrat teritori vet munopane fliqesire,1
lumt goja zemra nderuar avokat beqiri për gjitha vërtetat deklaron,0
bravo artan,0
ja paske fut kete her fantomas paske bere pulle zjari shpejt thon vlora,1
ore zotni ne ate kohe endeshe neper europe,0
avulat dibra vjen keq qe mbron nje njeri qe na marr hakun ton aksioner ne telekom na moren bonot privatizimit ne aksioner skemi marr asnje gje se kan marre sala iliri shoke na sqaroni kush mori paret firmave piramidale apo ske ndigju gje jupo qe qen president lejohet cdo gje ata ruajn pasuri femijeve kurse ne na mbajn femijet ke prinder sa kan pensionin ndoshta marrin ma shum se ne qe vite pune falish po jan gjera qe kan ndodhur urojm shendet,0
zduma dielen do merni leksionet rradhes,0
rrena komuniste shqiperia ska bere kurr luft grekun,1
trup kto tip buseman qe grapin proven shteti ble thuj se hiq kurrpsuin qeveriara hajana edh dalin ne tv murrhen ska trup dal tv,0
spiuni ose hetuesi diktaturës ju zbukuron tv bravo,1
jo gjithmon kan drejt grat,1
ec mir j bane,0
grua keqe gjithmone eshte dukur shtrige,1
lereni mavri batonin shikoni qe ri muti ne shi,1
ate qifte kina rrobt o artan hoxhfuksi se perrallat tua pasqyron delet shkaperdhyera demonokracia sorroriste,1
respekte familjarisht avokat beqiri,0
sa miliona rama per lavderuar veten ketij qe aktron ne ate regjistrim analizoini mire njerezi kur futen ne politike njerez ky psikopati rama gjen shume tek landfilli shares zor se gjen njerez edukuar mencur personi qe ai kundershton ul dinjitetin sipas urdheruar k rama familje psikopatesh imoralesh kur flisni mendoni vetem per parate droges qe do merni sepse parate roges mujore leshon njeri dora xhepi maskarenj,1
ketyre grekeve ju eshte prishur gjaku pensionet qe ju jep greku,1
bravo avukat ekspozobe tamem,0
artist mrekullushem,0
larg meje ore vrases,1
ne litar ne litar,1
knaqsi pas kyt klysh bushtre hahahahaha top bordella,1
o kokmadh kur krijua lsi erdhi populli pas teje se doni hajdutet pd ps por tani noc rrokun do marresh qelbesir,1
faleminderitte verteta medha,0
flet ne emer gjitheve se ke qene spiun,1
sa paguhesh per kete interviste,0
po luca qe flet per rritje kuotash qe tja nxerri fundin detit se duket prone,1
himara qenë do jetë përjetë tokë shqiptare edi rama plotësisht drejtë në diskutimin mirënjohje juaj ilir,0
preke fundin ky popull prekun fundin mekoh perkrahjen faboret qe bere ty qe arrite pasurohesh,0
pushon blendi o zot lere zotrin flase,0
bravo artan,0
interviste per tu mbajtur mend,0
ii kerkojme sinqeritetin madh aleateve tane nderkombetare qe z beqiri jetedrejtues ispakut,0
ec perpara bojeni per shqiptaretmos ndal kundra pabeseve,1
ja vini degjoje salasa turpzoti bekofte rujt z edi rama,1
esht rini dhier sodit shum pak ai cun bujar lum familja pe,1
artan ekselentbravoooooo,0
rrespekte qenka vetmi qe doli ball per ball edi rames sepse ai ja di trurin ktij populli normal ben ashtu se atij intereson edit bashes,0
zoti hoxha mundesi qe analizon ne cdo fushe interviston kriminele robin hood kohes modernemesues femije kopshti dhimbset atdheu ty waw cfare patrioti une greek rofte shqiperia sa malet po ju gazetaret ne pergjithesi llum llum ose funderina po ju ecen juve sa nje popull qe nevend qe haje mengjes hane lajmet pallavrat qe flisni you bravo zoti hoxha lumte po parate ku gjen kur iken ne kolumbi na tregon peralla se jetojne shqiptaret ne kolumbiose kur do besh ndonje emisjon famoz per ndonje kriminel fajshem nese long live albania,1
